5.914330004500605309e-01 5.813774558251911806e-01 5.581706509964105001e-01 5.453418923990062117e-01 5.369487228798147660e-01 5.192187503441531016e-01 5.002371731371128005e-01 4.889002237637835591e-01 4.711229932659784514e-01 4.648950833089214307e-01 4.573911796945608899e-01 4.282784051154188698e-01 4.085667356991980470e-01 4.136854400828463563e-01 3.961814557072154130e-01 3.712842703109088816e-01 3.690026038167776301e-01 3.596724286162143458e-01 3.492362140511395263e-01 3.594246154111592761e-01 3.514853695452185844e-01 3.185615233851600281e-01 2.982899856391777460e-01 2.857758432394373327e-01 2.714519371324903285e-01 2.744777544916114920e-01 2.910112384814237951e-01 2.928981842663829771e-01 2.620723185973382607e-01 2.296858102080777397e-01 2.259337608908408568e-01 2.258482961941618294e-01 2.228540720933835095e-01 2.341826757530437730e-01 2.303261185986598125e-01 2.086184068517861756e-01 2.074015272323332937e-01 2.326067296898253201e-01 2.541454163573876879e-01 2.539913504679381373e-01 2.472813966780686989e-01 2.385479371368954826e-01 2.110377116587704160e-01 1.853697838314468105e-01 1.908676990893799774e-01 2.069196210607772701e-01 1.980342064360859078e-01 1.744137374186789102e-01 1.599951433108743604e-01 1.736308578535563363e-01 2.003942251286490450e-01 2.329599684737367893e-01 2.684682441178262713e-01 2.786676354348149864e-01 2.745150836356374247e-01 2.719650924092482103e-01 2.464365466040252806e-01 2.087779562479488427e-01 2.038494308900112295e-01 2.090121868757061907e-01
6.716683016235217574e-01 6.629059676338195928e-01 6.308564081131303736e-01 6.064233160953907964e-01 5.873196269010561021e-01 5.590901995097056210e-01 5.373241365977773354e-01 5.285104033364683707e-01 5.236019134272219544e-01 5.193188013981244744e-01 5.015912321985640521e-01 4.554053816557381840e-01 4.245099282215854530e-01 4.282409383101364875e-01 4.151512456691768826e-01 3.988884954836094954e-01 4.040717744682787993e-01 4.040313708895266753e-01 4.000607384406760780e-01 4.076858986783785110e-01 3.848925902635680907e-01 3.276371170355621421e-01 2.949537880339696549e-01 2.835702116459220545e-01 2.855154110858793559e-01 2.968698491746565304e-01 3.117236364010134708e-01 3.048540643843531406e-01 2.733528096478882174e-01 2.429934779767686515e-01 2.284248560430354735e-01 2.221981620937432678e-01 2.237719285204021191e-01 2.463425239659070010e-01 2.529334007689941211e-01 2.385086577917372441e-01 2.543562904586432749e-01 2.894522018091992832e-01 3.064676378576531302e-01 2.915152851717168203e-01 2.643403566270863259e-01 2.390215606895250422e-01 1.961260837611845109e-01 1.613620278127131380e-01 1.628746038109041006e-01 1.799325313004987437e-01 1.840721888286605545e-01 1.759646750203187893e-01 1.707424034847754013e-01 1.772350130943387003e-01 1.967930984355073520e-01 2.293278909414488143e-01 2.740872324507594993e-01 2.909586748250233557e-01 2.869932735039158467e-01 2.799954700269228769e-01 2.516360352016351887e-01 2.150895183618090345e-01 2.081624727706034850e-01 2.073490324065610513e-01
7.153183916723383495e-01 7.210184051264317828e-01 6.945169613351747095e-01 6.591558455741722833e-01 6.261519178461483204e-01 5.940677888594324552e-01 5.802134216375228748e-01 5.757002991585593588e-01 5.682573106501539462e-01 5.477049969980668509e-01 5.180664281180641373e-01 4.663364310786989320e-01 4.384760756667026582e-01 4.436267862924629934e-01 4.371589442372795231e-01 4.311154659484787155e-01 4.429594848238559979e-01 4.432994048812111676e-01 4.341437382666722411e-01 4.361231694723866070e-01 4.075790391281013392e-01 3.426650228077169347e-01 3.006122392604029803e-01 2.783601919621978560e-01 2.760620520043846060e-01 2.943009983561410414e-01 3.101742819038221244e-01 2.912967938142740354e-01 2.626834428015644152e-01 2.469313470465970550e-01 2.416437323013511385e-01 2.376881508165331613e-01 2.441559355128597730e-01 2.779010916721180724e-01 2.939127936131050722e-01 2.838519124635932034e-01 3.023752440275205289e-01 3.297096990247709303e-01 3.362378940691125861e-01 3.154520538692357490e-01 2.786504507213082849e-01 2.333837586515510876e-01 1.790299782164827824e-01 1.476179738612477255e-01 1.472048524308041118e-01 1.523881658307875142e-01 1.575805189866075762e-01 1.727388129121119054e-01 1.933119664708572993e-01 2.009265153200459064e-01 2.093062083758247816e-01 2.327699500528252197e-01 2.743590216579701591e-01 2.955089070503854609e-01 2.913059482878243567e-01 2.759187466364766417e-01 2.422528145302740854e-01 2.094688780937990769e-01 2.038972452330660157e-01 2.004535571301555852e-01
7.531366231987483006e-01 7.710343072958997235e-01 7.558953891922330914e-01 7.212398332573443094e-01 6.812463875391967516e-01 6.397318595043901546e-01 6.225387859442718108e-01 6.131109257425815251e-01 5.868192877438714872e-01 5.473200387663275102e-01 5.156266748786194620e-01 4.818502810859306984e-01 4.734273853391863240e-01 4.815944720562333470e-01 4.739826764321726227e-01 4.665862862590571813e-01 4.782394378024417692e-01 4.713602639131478367e-01 4.511737319929899348e-01 4.459983226434778847e-01 4.192093847900096870e-01 3.617978036972509526e-01 3.177150213760399078e-01 2.810787264535009600e-01 2.557336142724253580e-01 2.699954351527379393e-01 2.923203511426618606e-01 2.858978799432321805e-01 2.689739886302814909e-01 2.651987433913419734e-01 2.737403031410994836e-01 2.768784061983540767e-01 2.846059290519581397e-01 3.090543158088718267e-01 3.177309900817817945e-01 3.067486503690423083e-01 3.189404130498466050e-01 3.360769910039286823e-01 3.370944224064068573e-01 3.270048847720219420e-01 3.008533988380655555e-01 2.468055476017940730e-01 1.819347225006038848e-01 1.449111405767382621e-01 1.398958197966431172e-01 1.302787585377511159e-01 1.214558191799206960e-01 1.419323345366762523e-01 1.791131715024312787e-01 2.005873179842868059e-01 2.108081615137305243e-01 2.285085540869240817e-01 2.557462791080137854e-01 2.687211966764534443e-01 2.611873402670554789e-01 2.480352297180917764e-01 2.193374694116688173e-01 1.932872333317915137e-01 1.937112758885758679e-01 1.937335770121119960e-01
7.886828589342889106e-01 8.094477057925654195e-01 8.021708170617728451e-01 7.758604012073075928e-01 7.360047371991550458e-01 6.837320565435350828e-01 6.566633967529563742e-01 6.403875113891746018e-01 6.048834301114909273e-01 5.594853102591041960e-01 5.303681477274145850e-01 5.145723330517701921e-01 5.182914010263288684e-01 5.244644013497410384e-01 5.127457804071690051e-01 5.017814399037031636e-01 5.059855171639725535e-01 4.861634835713221081e-01 4.533579916764498008e-01 4.415492370262525390e-01 4.173316164221435587e-01 3.670763327995747449e-01 3.239849868469258376e-01 2.847448522032041685e-01 2.515869589637301229e-01 2.603250760440780076e-01 2.833994658009058587e-01 2.919959294484225643e-01 2.877867988728663451e-01 2.914234651137008747e-01 3.090592027834738742e-01 3.173939494390395355e-01 3.229757462892031694e-01 3.255105030032179880e-01 3.197909072354022109e-01 3.088380958621596006e-01 3.219841722593846378e-01 3.368146029592397617e-01 3.355162737630860703e-01 3.321160407301112505e-01 3.171049066876939770e-01 2.667601432484679180e-01 2.002059504169851345e-01 1.543689277619803846e-01 1.416141993731457049e-01 1.186281193122957628e-01 8.970438805349920108e-02 9.710748921286395385e-02 1.302879359548441696e-01 1.600372676553314666e-01 1.792758412204055740e-01 2.013537699728128183e-01 2.251698097484726990e-01 2.323737380133755470e-01 2.225768911536306904e-01 2.160466082469004179e-01 1.983226985424059174e-01 1.816840413527072151e-01 1.898204640248920827e-01 1.981795308357543473e-01
8.064634621328757857e-01 8.181352553047306353e-01 8.198403505699910498e-01 8.079262047562514315e-01 7.728944091358617152e-01 7.221710198826906124e-01 6.934022493115101771e-01 6.749772595076205528e-01 6.439592932911613055e-01 6.008932526321749679e-01 5.715946181492417288e-01 5.610404723405497673e-01 5.542405999387682858e-01 5.435949739232870392e-01 5.287637401994362829e-01 5.271417808612675060e-01 5.223440394327916181e-01 4.861270836407767804e-01 4.394096369487217602e-01 4.227989938246995982e-01 4.070906399339519477e-01 3.634107576948971130e-01 3.153112264039429347e-01 2.849974606086903561e-01 2.750592126950843763e-01 2.801956065501795545e-01 2.842051053604192079e-01 2.872082315557777932e-01 2.945316956783176066e-01 3.085469881919680746e-01 3.351671418733237484e-01 3.452878368387395924e-01 3.465340153622620267e-01 3.303732951112266503e-01 3.236353501992233483e-01 3.238874997338548889e-01 3.423148584585316567e-01 3.488824246222024250e-01 3.425869918188833019e-01 3.271551649769206538e-01 3.102091560887757504e-01 2.726269218429134278e-01 2.231171198108130582e-01 1.774945504497301429e-01 1.529768971373066389e-01 1.195102985303651416e-01 7.726384853884507575e-02 6.390749457247553444e-02 7.518268566465424740e-02 1.004381115371879990e-01 1.312990578830708910e-01 1.670467493955753169e-01 2.022111701647309745e-01 2.134110605496612190e-01 2.046679647205403019e-01 1.971190802906524764e-01 1.896521960824910369e-01 1.856850281085930809e-01 1.970569491769325332e-01 2.134025943823928684e-01
8.220015405212331983e-01 8.317560106575508927e-01 8.471264176356183562e-01 8.481423806513617158e-01 8.189831109828720201e-01 7.759715741436185032e-01 7.510026442891870602e-01 7.309109953899998180e-01 6.912293007946175294e-01 6.387597186552661510e-01 6.042295090302113314e-01 5.912159239518881559e-01 5.743492643428345090e-01 5.513398965861109335e-01 5.285948814608099067e-01 5.251538203935423033e-01 5.115468369022473372e-01 4.693822207917688338e-01 4.219250628102425571e-01 4.048439279271738855e-01 3.942311169136860083e-01 3.552908543734797364e-01 3.096884294429160800e-01 2.939457405404691248e-01 3.091814918662387779e-01 3.162117604561983653e-01 3.093005000223928991e-01 3.075135651402052250e-01 3.189567029651867447e-01 3.322522106562293964e-01 3.460586939874702450e-01 3.465630618873615232e-01 3.475541541027826753e-01 3.414270810160355274e-01 3.485267997098467907e-01 3.522699010454179436e-01 3.582723677515842198e-01 3.462460050703393688e-01 3.348248471592957243e-01 3.113555531449540004e-01 2.931142894953815414e-01 2.637110152499304583e-01 2.226154821925069582e-01 1.744377363643772327e-01 1.432251113954886856e-01 1.151935168523074565e-01 8.354055941129438778e-02 6.010327163906466902e-02 5.326458163092246539e-02 6.901220339505696744e-02 1.039634327651410839e-01 1.436872861202946328e-01 1.770878990983371370e-01 1.918216915962024649e-01 1.897008822801696526e-01 1.823309574835962898e-01 1.800578030438188537e-01 1.836719157821471993e-01 1.970222126532353291e-01 2.180448990447410029e-01
8.455651554397487502e-01 8.619341342281682250e-01 8.854348608960536104e-01 8.930148567698869000e-01 8.710129170310101365e-01 8.364798107836853847e-01 8.148959941675678609e-01 7.922246765694668236e-01 7.363763422890240440e-01 6.678976049419289573e-01 6.247442884803592333e-01 6.082830981597259212e-01 5.933761932262608951e-01 5.700637805250069468e-01 5.407635285223110211e-01 5.230986296097248633e-01 4.984543910361597385e-01 4.526603244290361983e-01 4.077977599209714477e-01 3.904425414764188251e-01 3.833292860923953049e-01 3.568844669646023537e-01 3.252289398468032333e-01 3.202658156264248102e-01 3.394849330672616294e-01 3.469158876875038100e-01 3.438375296155249394e-01 3.497782552481977225e-01 3.598538432086011984e-01 3.627319500396097296e-01 3.582679625913795518e-01 3.513838902557122057e-01 3.542243467330964957e-01 3.567689691704862831e-01 3.636467090883594433e-01 3.575365453926062087e-01 3.441004626152408541e-01 3.201518321061291306e-01 3.084528508361361054e-01 2.893641444921914996e-01 2.758306663759260702e-01 2.494938195602328657e-01 2.050557105927216517e-01 1.509184024833356563e-01 1.203313561505948009e-01 1.017405705710335700e-01 8.123404506038373052e-02 5.463541242211126386e-02 4.274762873897149790e-02 5.823860403409887587e-02 9.362098845921446033e-02 1.273991603764649816e-01 1.456702965186753018e-01 1.603529708033323564e-01 1.683899102742285603e-01 1.689736398884319757e-01 1.710245631733011973e-01 1.781600967373180855e-01 1.972973057305995037e-01 2.221927015305729114e-01
8.626842274707259284e-01 8.863589120796100396e-01 8.960333780824191185e-01 9.012587699397741625e-01 8.963103984173728112e-01 8.810541814514856185e-01 8.600766708956204543e-01 8.336922850593851964e-01 7.820884029385355429e-01 7.112888975646072254e-01 6.525053557111800684e-01 6.142974438851420693e-01 6.021642015780201973e-01 5.937341981726821372e-01 5.818951288289101464e-01 5.531233813330601601e-01 5.092789078543272785e-01 4.522949485110191459e-01 4.063602322510588838e-01 3.829144668397894691e-01 3.750264539047707402e-01 3.697018082815543560e-01 3.592646530312274544e-01 3.639303142200773777e-01 3.755701929239911863e-01 3.754550392830161010e-01 3.757340557061875641e-01 3.861425544716414193e-01 3.834933324229335416e-01 3.685773911393139257e-01 3.626977871044808621e-01 3.749918779858726348e-01 3.895614176613151347e-01 3.849778943554479915e-01 3.581951397867462195e-01 3.256148272920232345e-01 2.969179158966813725e-01 2.890851739561055012e-01 2.920194236361807749e-01 2.746045863958374023e-01 2.500267980579117255e-01 2.257025817542669399e-01 1.794410806151659488e-01 1.259979982217836747e-01 1.024184604846116731e-01 8.854918067691160133e-02 6.352810014984885956e-02 3.387260753913801103e-02 2.540171390099696044e-02 4.922711464209174326e-02 8.500371501843927147e-02 1.119414073312144514e-01 1.186700601084109963e-01 1.322107883841799059e-01 1.477388404443631953e-01 1.563587753360953791e-01 1.637136032815506848e-01 1.774134220826275865e-01 2.119632771161471807e-01 2.430830725111395585e-01
8.700104448183936245e-01 8.953982778760373185e-01 8.941878453920922842e-01 8.983805254475092372e-01 9.045076444213417943e-01 8.913510139944598176e-01 8.642029982254546550e-01 8.381007032471170515e-01 8.016131513121136365e-01 7.388279630759471139e-01 6.714909078869988335e-01 6.212071398561275215e-01 6.134962482030617004e-01 6.157930459636251630e-01 6.159078411117450136e-01 5.803427529539352259e-01 5.269727328384136156e-01 4.724001685157326880e-01 4.366872594140109309e-01 4.099630223510487004e-01 3.923228106904427803e-01 3.863100652771322974e-01 3.849110598154678597e-01 3.950770453342378752e-01 4.029135156005077545e-01 3.943502397875537913e-01 3.902644536977281642e-01 3.961961395745642878e-01 3.839102165943853451e-01 3.616831089271305699e-01 3.616353863582467132e-01 3.892666619678291084e-01 4.105629845217354523e-01 4.022284902451398469e-01 3.509068481152154972e-01 2.964543416157687239e-01 2.572331353948014709e-01 2.625553260589454374e-01 2.763351260499882778e-01 2.637737428957614427e-01 2.365020843749701673e-01 2.161778682548737562e-01 1.720295362320755916e-01 1.221798715014768277e-01 1.022272489994779932e-01 8.571055968294594152e-02 5.235982596680418405e-02 2.714918588968450938e-02 2.210789301921604194e-02 3.848201116120757159e-02 6.567212833112708037e-02 9.125275597835304231e-02 1.092587565407451555e-01 1.276238694339883184e-01 1.459648916073622016e-01 1.615446125257793686e-01 1.750687296766098577e-01 1.943597980674562076e-01 2.354590709223451095e-01 2.685369829718532442e-01
