1.127810373033599234e+01 1.920685745681765511e+01 2.352030564077346853e+01 2.725745674207884761e+01 3.077009201518958292e+01 3.252714934292498583e+01 3.406260312850636751e+01 3.673345396796926110e+01 3.938228298235422642e+01 3.937811350471412197e+01 3.754351386878451535e+01 3.601977271044009399e+01 3.803087796588137337e+01 4.087587648209046876e+01 4.390930636679815535e+01 4.435564679428107837e+01 4.358319154606981982e+01 4.229153543892248024e+01 4.127389722090245527e+01 3.887935873025789846e+01 3.554155244331742125e+01 3.215794311815761830e+01 3.022486309572693486e+01 3.121453248494417920e+01 3.336503750287815251e+01 3.391988184086808644e+01 3.519680760748919113e+01 3.877217662805115594e+01 4.025288533092567889e+01 3.868887776535547118e+01 3.705075144310631430e+01 3.748846270696867577e+01 3.763781117412953847e+01 3.655703677131129581e+01 3.296238249963094091e+01 2.966218993430509698e+01 2.672887172438672110e+01 2.576359003839718653e+01 2.398411865087382466e+01 1.985575763774441427e+01 1.519670731304864297e+01 1.249447613804747270e+01 8.736100292677127399e+00 5.081083819826972992e+00 4.556568520657946486e+00 5.479183345668867666e+00 6.358483442253829665e+00 8.235097537209394858e+00 1.008666061583116758e+01 1.098992036542696660e+01 1.127810373033599234e+01 1.187455931063679060e+01 1.408754577331201752e+01 1.776158364575235282e+01 2.166513522146775728e+01 2.439242704862652644e+01 2.522152053551500117e+01 2.496580164259935941e+01 2.415242701839648731e+01 2.162211636951381521e+01
1.227178027607327948e+01 2.032832677761425444e+01 2.584074691363933596e+01 3.037806135790296125e+01 3.385712655451659003e+01 3.432096790527518948e+01 3.502298641512589938e+01 3.756534297738642181e+01 3.990397101745734432e+01 3.966678918228257800e+01 3.749579273481558062e+01 3.635729861380172423e+01 3.881123005510431767e+01 4.172890535530116551e+01 4.434052195179216227e+01 4.449391973220219398e+01 4.387128907421020330e+01 4.306092082703330703e+01 4.259652626662589370e+01 4.027821734488590977e+01 3.593988833024903329e+01 3.075498757797459959e+01 2.857603307367412171e+01 3.005944547534463140e+01 3.305022493665548211e+01 3.418199438628241893e+01 3.583360859460061221e+01 3.949320831870115711e+01 4.064684995473051998e+01 3.873495967565187215e+01 3.668749902382177197e+01 3.668557412631418657e+01 3.674379717460011818e+01 3.703583065335671876e+01 3.525110150691688204e+01 3.280881014076616253e+01 2.936210884223498496e+01 2.712944085518754989e+01 2.490243306440358140e+01 2.102201313394273896e+01 1.630445720459839265e+01 1.244598314625140034e+01 7.973849098464767415e+00 4.498149921830166598e+00 4.189698132942627495e+00 5.536697877498827580e+00 7.163276515141972389e+00 9.652491084028918422e+00 1.106638126495442087e+01 1.020093411754243995e+01 9.902095054819650244e+00 1.093251770834540437e+01 1.447169177607000634e+01 1.898309152244000586e+01 2.324097671229218776e+01 2.626136309245201517e+01 2.673070819904059903e+01 2.585315218656365488e+01 2.406063729449244093e+01 2.080277433631216866e+01
1.456504817156149656e+01 2.197794920447142530e+01 2.803862277500640943e+01 3.280589445384654113e+01 3.639879160471608799e+01 3.774843950037812590e+01 3.851377784249244485e+01 4.012762188876253333e+01 4.171257660165025527e+01 4.186981510806482021e+01 3.984860924202720156e+01 3.833642880499158423e+01 3.997324918970909380e+01 4.264290972152595316e+01 4.493421566409593737e+01 4.548878566451411842e+01 4.552274230758959561e+01 4.392028893867887973e+01 4.205032696302513529e+01 4.005917579823668007e+01 3.627449854669104212e+01 3.093054775312742066e+01 2.878269882168360283e+01 2.992895148129692728e+01 3.249113403443502790e+01 3.426631577992735345e+01 3.672767474094119677e+01 4.034571572380025373e+01 4.104595444031356521e+01 3.947198683381188999e+01 3.858999154062841086e+01 3.859051754324532624e+01 3.774098477363497040e+01 3.711294671805101331e+01 3.596518633541937504e+01 3.444230446583275551e+01 3.130133652025084956e+01 2.790154581286298452e+01 2.488104720369652867e+01 2.091975097000626249e+01 1.575393226633064181e+01 1.021545459549441404e+01 4.729667593049309282e+00 1.763409036059897961e+00 1.807747429061443256e+00 3.519711935472981779e+00 5.686367727724117138e+00 8.530549749569347640e+00 1.020158503161054142e+01 9.480763982902900011e+00 9.401541073675131699e+00 1.018541980355767329e+01 1.311312833443589021e+01 1.820569819793720256e+01 2.360055844952163184e+01 2.718365313351951684e+01 2.665429498267063124e+01 2.485836220721581213e+01 2.329200916876975214e+01 2.082633109144031636e+01
1.583277030941952823e+01 2.250413433522388473e+01 2.837779243654589578e+01 3.321478666915896838e+01 3.759357254024499895e+01 4.159967875548989724e+01 4.357653489226267141e+01 4.469788404866834242e+01 4.602010498891313262e+01 4.660816457835902327e+01 4.482187102758440744e+01 4.231912563653118298e+01 4.260542523331289289e+01 4.477960263626062698e+01 4.615970653689247882e+01 4.609729360569252066e+01 4.623084612357735779e+01 4.450774317166478511e+01 4.236535038374510975e+01 4.066560013422135711e+01 3.799052313580188667e+01 3.393475275105918598e+01 3.196557126453749476e+01 3.252176461785960271e+01 3.432253911136795210e+01 3.618022164661995532e+01 3.866717562290247656e+01 4.138048303565985009e+01 4.151504448097799838e+01 4.013218133386000375e+01 3.958564647686571192e+01 3.960180518656718363e+01 3.845671109306266544e+01 3.670066722726588182e+01 3.485535482252198136e+01 3.321294112549444577e+01 3.135251748177758557e+01 2.886111628940422236e+01 2.583013163668938716e+01 2.185920524732955528e+01 1.640351630734070909e+01 1.007878573882962314e+01 3.520759973014655042e+00 0.000000000000000000e+00 1.243225323096099760e-01 1.514005575426205619e+00 2.896494059042282299e+00 5.421539580437337413e+00 8.085942636744306355e+00 9.769430166350847600e+00 1.082875356037391512e+01 1.160758039079626336e+01 1.391882930031071552e+01 1.912135652497681093e+01 2.476886240849745846e+01 2.767862272966135606e+01 2.616069253988223409e+01 2.401007756019429706e+01 2.313165432357524409e+01 2.175078975967625539e+01
1.666217299288939202e+01 2.304289818372908627e+01 2.886520641320125335e+01 3.377495678364515186e+01 3.859731023221201696e+01 4.398784399890970320e+01 4.702820487499628399e+01 4.840597123813660119e+01 4.972565285540319024e+01 5.081714456154104909e+01 5.015232713332100900e+01 4.790229652541011518e+01 4.728856710135778485e+01 4.853134350842737632e+01 4.855089629535953577e+01 4.730223183313423618e+01 4.700599033344232680e+01 4.600865082847931831e+01 4.499786198074245647e+01 4.343682678340834968e+01 4.128355798448292546e+01 3.836597790889775439e+01 3.643652322346898842e+01 3.645205617143654564e+01 3.762023996602144393e+01 3.918865733801361273e+01 4.110104867992993150e+01 4.263209492634199904e+01 4.257505538394411815e+01 4.132287668009719539e+01 3.973313579684609920e+01 3.912606982835890079e+01 3.835091654948329420e+01 3.690168184802252682e+01 3.463451307726142403e+01 3.212523119679198658e+01 3.045068146057423775e+01 2.868786417745836914e+01 2.607683820028507071e+01 2.265455407926617681e+01 1.798400679974264094e+01 1.223952754422276357e+01 5.260414436151897632e+00 7.213366361326514209e-01 7.130044826104240396e-01 1.849948936431777380e+00 2.339643202449035897e+00 4.042218448786037754e+00 6.861894020045537168e+00 1.002870255269976951e+01 1.199860934751743358e+01 1.320535833046567831e+01 1.580735752458331689e+01 2.100949789926445277e+01 2.625287563212263464e+01 2.847049132876625066e+01 2.676807365648905446e+01 2.477977016104043884e+01 2.405012064303316066e+01 2.303837388104783557e+01
1.841422706081930372e+01 2.513283581412760626e+01 3.082827425292765611e+01 3.538486487929902324e+01 3.960291840762280202e+01 4.382836771412059562e+01 4.772247844976347153e+01 5.046065535693862358e+01 5.149399656687564431e+01 5.293450914735681323e+01 5.477321477785206838e+01 5.493239858704814793e+01 5.352511486153888143e+01 5.282059783925782881e+01 5.219289987157273458e+01 5.126502672083217504e+01 5.029032119916504939e+01 4.952392178280626212e+01 4.918198834027532484e+01 4.717825165597614756e+01 4.449014248927211668e+01 4.230175621390974783e+01 4.080865924250584698e+01 4.054155647398881968e+01 4.068608476199641188e+01 4.164431415858978625e+01 4.271288394034404945e+01 4.328943948979761558e+01 4.412927975429027327e+01 4.393715276395733582e+01 4.128337433701753412e+01 3.938280445046581946e+01 3.891338339091315390e+01 3.823460875532363445e+01 3.613284513505519868e+01 3.293457918027228004e+01 2.983828971559078980e+01 2.715966446675981061e+01 2.471630862548563101e+01 2.161261658087214599e+01 1.828129577016305518e+01 1.420656038374007046e+01 7.980991794560710062e+00 2.853669057190692637e+00 2.640881727001618717e+00 4.430070559421920962e+00 5.163128324989004092e+00 5.706011204762641675e+00 7.220957690042378196e+00 9.986947127290113357e+00 1.227526447659716524e+01 1.372192152433946077e+01 1.634077745857099728e+01 2.124600636039945911e+01 2.599493483160106777e+01 2.836182077518879652e+01 2.759931989977735256e+01 2.636010648026154968e+01 2.546064653984494797e+01 2.400832497388880427e+01
2.028996316218263019e+01 2.686105935617078089e+01 3.160534336030020341e+01 3.552092044411952543e+01 3.913798877558783573e+01 4.189374595988171990e+01 4.590317823477753478e+01 4.969732580068028227e+01 5.156752810511588336e+01 5.412972312814360976e+01 5.788499184544793508e+01 6.010504483870008841e+01 5.871533232129892355e+01 5.703654055535597678e+01 5.706415569274393107e+01 5.748806845692296008e+01 5.634335526186516319e+01 5.549470445353920667e+01 5.521476223321363364e+01 5.297126584746629163e+01 4.890491192731087011e+01 4.511797195761144508e+01 4.324435290341856586e+01 4.266311094271861748e+01 4.208900175888422979e+01 4.258521267585692982e+01 4.317601110651502694e+01 4.335784703702826448e+01 4.448479177299661558e+01 4.492059174286734446e+01 4.321602358144298961e+01 4.147008939525318283e+01 4.084499650087339262e+01 3.931589555724283969e+01 3.670210239819909503e+01 3.369316337671511263e+01 3.082061774069783766e+01 2.831362918629309888e+01 2.592182613598175323e+01 2.239660080885498417e+01 1.926973800887855859e+01 1.629017237921967265e+01 1.146990696407437405e+01 7.159074162338312952e+00 6.919106723865253272e+00 8.764556297395026618e+00 9.223301572692403028e+00 8.978630010061563027e+00 9.668171403419318466e+00 1.206158377800875847e+01 1.440878146631794721e+01 1.585507724151934106e+01 1.823523029744843171e+01 2.265535101857585332e+01 2.655726223699239696e+01 2.771725444771992386e+01 2.680673938333750783e+01 2.612223426665208947e+01 2.572581874272274760e+01 2.427477250638735384e+01
2.106794200468464950e+01 2.692629161605234955e+01 3.093543141535514351e+01 3.459553220229334869e+01 3.821113362129121782e+01 4.105436594767886049e+01 4.507040726407598186e+01 4.908170322065759450e+01 5.227321502976902678e+01 5.624102054584359678e+01 6.080466006073213947e+01 6.340140347977938262e+01 6.207762266970512144e+01 6.040380072159095448e+01 6.096221598251897689e+01 6.216660780206985493e+01 6.137117394815851412e+01 6.081933825444721720e+01 6.078347031738010031e+01 5.888913084113561780e+01 5.450026929923250663e+01 4.954842171504059678e+01 4.698152214274522009e+01 4.587760815928810132e+01 4.495734844297682997e+01 4.521165030298053011e+01 4.553050084618907789e+01 4.509861642166062978e+01 4.519828484855508322e+01 4.498956610326278138e+01 4.426493174813745668e+01 4.339685285177558427e+01 4.256371005163794052e+01 3.968523781716975662e+01 3.648652521361299250e+01 3.438798562662580593e+01 3.363577921191305364e+01 3.256012880010439403e+01 3.011244930800929609e+01 2.608434507383937984e+01 2.274940005975470214e+01 2.021856057418929353e+01 1.639384987562859308e+01 1.289415367174010640e+01 1.244288905488817143e+01 1.348404307578518768e+01 1.295297754198070095e+01 1.226928133853306591e+01 1.291697597870999203e+01 1.571357318515241808e+01 1.831343747748492135e+01 1.988749123958764287e+01 2.212087454484903049e+01 2.589221808350644238e+01 2.866456135462804156e+01 2.784549139174548671e+01 2.612678917724424110e+01 2.564640708471110742e+01 2.553882367878370374e+01 2.423893631085747202e+01
2.186752493096215844e+01 2.651971993383653015e+01 3.155562704399124740e+01 3.629617121485946996e+01 4.017999542518796829e+01 4.345045070463693548e+01 4.700004559697013917e+01 5.050800012696615227e+01 5.435295229045421195e+01 5.882911666324898903e+01 6.314126797868379271e+01 6.534498768377972056e+01 6.422841562872679333e+01 6.282282780820655432e+01 6.303415389405682845e+01 6.432647884073860212e+01 6.415027249857793379e+01 6.398985076942997807e+01 6.387136414546491636e+01 6.257718005160266728e+01 6.004351613603717652e+01 5.686456490665720764e+01 5.401168088569973236e+01 5.198655720706717887e+01 5.078479086609555537e+01 5.073462109925478103e+01 5.089424475546672966e+01 4.991599778514606811e+01 4.790987368379685307e+01 4.543471395584701611e+01 4.407047855657626911e+01 4.428026744512366975e+01 4.383104987401632968e+01 4.061423779248188737e+01 3.781443695803214666e+01 3.728989671908387038e+01 3.814059939106631703e+01 3.680065080227994656e+01 3.343322285934821281e+01 2.919786112422479007e+01 2.681236557081108884e+01 2.514776113838252058e+01 2.253657531989675533e+01 1.935285492454834966e+01 1.803911747694078116e+01 1.836823300656344671e+01 1.796724840171283333e+01 1.714254885047770927e+01 1.675358181834671001e+01 1.848515125850156693e+01 2.143602707301208454e+01 2.398995455921837205e+01 2.632395400298571886e+01 2.863701763569884662e+01 2.990110395051141623e+01 2.861114148110043232e+01 2.804311760340309689e+01 2.818177030614460676e+01 2.656288275633432860e+01 2.458509364509233208e+01
2.321109545587145462e+01 2.710531955414728600e+01 3.282739027630756823e+01 3.832299986749168141e+01 4.234206569893605376e+01 4.579011941367838290e+01 4.891174089232010402e+01 5.186438856478372372e+01 5.521858028669158358e+01 5.900092906975631024e+01 6.274824426473248451e+01 6.593530772412674423e+01 6.652390465245284190e+01 6.586640138131107847e+01 6.572102514080899027e+01 6.657244199737905888e+01 6.651248223355625555e+01 6.642229545728218909e+01 6.639865708105830322e+01 6.605469671465013448e+01 6.530569619519735625e+01 6.379707534483652864e+01 6.123755567994655280e+01 5.864494319524421684e+01 5.687643624158030065e+01 5.607669914212197426e+01 5.591762869555886084e+01 5.514556568205762233e+01 5.212848722352742925e+01 4.807752794892736148e+01 4.538938704068610264e+01 4.566193348283765374e+01 4.543593827228293947e+01 4.288877513438510647e+01 4.114022907313199795e+01 4.165293425319972442e+01 4.203200302703422153e+01 3.890213328321865305e+01 3.456968552197950117e+01 3.034511817676610335e+01 2.893401526415257052e+01 2.798197773457122040e+01 2.612219799060954628e+01 2.290154291581791668e+01 2.098884776204528180e+01 2.117697758594021096e+01 2.137815771614097571e+01 2.040907158018945111e+01 1.910631387039678586e+01 2.008436302292293263e+01 2.329062727827402668e+01 2.618180859752284917e+01 2.752132527467765755e+01 2.817811322760546489e+01 2.862746229936703557e+01 2.836036519898165054e+01 2.965452435306464452e+01 3.069566717940165645e+01 2.846157649131062684e+01 2.606254317226938255e+01
